No errors
No warnings
147 ms
data source=tafs
2629 results
raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
TAF AMD EFOU 220408Z 2204/2303 16007KT 9999 OVC002 TEMPO 2204/2206 4000 BR BKN001 BECMG 2206/2208 BKN015 TEMPO 2208/2214 7000 -SNRA BKN008 BECMG 2214/2216 5000 -RA BKN012 TEMPO 2216/2303 2500 SN BKN008,EFOU,2024-03-22T04:08:00Z,2024-03-22T04:08:00Z,2024-03-22T04:00:00Z,2024-03-23T03:00:00Z,,64.93,25.355,15,2024-03-22T04:00:00Z,2024-03-22T06:00:00Z,,,,160,7,,,,,6+,,,,,OVC,200,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T06:00:00Z,TEMPO,,,,,,,,,2.49,,,BR,,BKN,100,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T14:00:00Z,BECMG,1711094400,,160,7,,,,,6+,,,,,BKN,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-22T14:00:00Z,TEMPO,,,,,,,,,4.35,,,-SN -RA,,BKN,800,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T03:00:00Z,BECMG,1711123200,,160,7,,,,,3.11,,,-RA,,BKN,1200,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-23T03:00:00Z,TEMPO,,,,,,,,,1.55,,,SN,,BKN,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDVL 220407Z 2204/2224 10005KT 6SM -SN SCT025 BKN050 FM221000 02007KT P6SM OVC060 FM221800 36008KT P6SM BKN120,KDVL,2024-03-22T04:07:00Z,2024-03-22T04:07:00Z,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,AMD,48.1136,-98.9034,439,2024-03-22T04:00:00Z,2024-03-22T10:00:00Z,,,,100,5,,,,,6,,,-SN,,SCT,2500,,BKN,5000,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-22T18:00:00Z,FM,,,20,7,,,,,6+,,,,,OVC,6000,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T00:00:00Z,FM,,,360,8,,,,,6+,,,,,BKN,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD RJFF 220407Z 2204/2306 16010KT 9999 FEW030 BECMG 2204/2206 33008KT BECMG 2208/2210 16014KT BECMG 2300/2303 29006KT,RJFF,2024-03-22T04:07:00Z,2024-03-22T04:07:00Z,2024-03-22T04:00:00Z,2024-03-23T06:00:00Z,,33.584,130.452,7,2024-03-22T04:00:00Z,2024-03-23T06:00:00Z,,,,160,10,,,,,6+,,,,,FEW,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T08:00:00Z,BECMG,1711087200,,330,8,,,,,6+,,,,,FEW,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-23T00:00:00Z,BECMG,1711101600,,160,14,,,,,6+,,,,,FEW,3000,,,,,,,,,,,,,,,,,,,,2024-03-23T00:00:00Z,2024-03-23T06:00:00Z,BECMG,1711162800,,290,6,,,,,6+,,,,,FEW,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD CYPH 220405Z 2204/2212 27015G25KT P6SM SCT015 TEMPO 2204/2212 2SM -SN BLSN BKN015 RMK FCST BASED ON AUTO OBS. NXT FCST BY 220600Z,CYPH,2024-03-22T04:05:00Z,2024-03-22T04:05:00Z,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,RMK FCST BASED ON AUTO OBS. NXT FCST BY 220600Z,58.47,-78.08,24,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,,,270,15,25,,,,6+,,,,,SCT,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,,,,,,,2,,,-SN BLSN,,BKN,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD YPPD 220405Z 2204/2300 35014KT CAVOK FM221100 27008KT CAVOK FM221400 22008KT CAVOK FM222000 12012KT CAVOK,YPPD,2024-03-22T04:05:00Z,2024-03-22T04:05:00Z,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,,-20.372,118.632,6,2024-03-22T04:00:00Z,2024-03-22T11:00:00Z,,,,350,14,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T11:00:00Z,2024-03-22T14:00:00Z,FM,,,270,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-22T20:00:00Z,FM,,,220,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,FM,,,120,12,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD LRBS 220405Z 2204/2300 VRB04KT 0400 FG VV001 BECMG 2205/2207 1500 BR BKN003 BECMG 2207/2208 27010KT 5000 SCT005 BECMG 2208/2209 CAVOK BECMG 2214/2216 VRB04KT,LRBS,2024-03-22T04:05:00Z,2024-03-22T04:05:00Z,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,,44.511,26.078,91,2024-03-22T04:00:00Z,2024-03-22T05:00:00Z,,,,VRB,4,,,,,0.25,,100,FG,,OVX,,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T07:00:00Z,BECMG,1711090800,,VRB,4,,,,,0.93,,100,BR,,BKN,300,,,,,,,,,,,,,,,,,,,,2024-03-22T07:00:00Z,2024-03-22T08:00:00Z,BECMG,1711094400,,270,10,,,,,3.11,,100,BR,,SCT,500,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-22T14:00:00Z,BECMG,1711098000,,270,10,,,,,6+,,100,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T00:00:00Z,BECMG,1711123200,,VRB,4,,,,,6+,,100,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD ENML 220405Z 2204/2212 VRB07KT 9999 -SHRA FEW015TCU BKN030 TEMPO 2204/2212 25018G28KT 4000 SHRA BKN014CB PROB30 TEMPO 2204/2209 TS,ENML,2024-03-22T04:05:00Z,2024-03-22T04:05:00Z,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,62.744,7.262,3,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,,,VRB,7,,,,,6+,,,-SHRA,,FEW,1500,TCU,BKN,3000,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,250,18,28,,,,2.49,,,SHRA,,BKN,1400,CB,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,TEMPO,,30,,,,,,,,,,TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD EGNX 220404Z 2204/2224 29012KT 9999 BKN007 BECMG 2204/2207 SCT030 TEMPO 2204/2207 6000 -RADZ PROB30 TEMPO 2204/2207 4000 RA PROB30 TEMPO 2216/2220 29016G26KT 7000 SHRA,EGNX,2024-03-22T04:04:00Z,2024-03-22T04:04:00Z,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,,52.833,-1.333,91,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,,,,290,12,,,,,6+,,,,,BKN,700,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,BECMG,1711090800,,290,12,,,,,6+,,,,,SCT,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T07:00:00Z,TEMPO,,,,,,,,,3.73,,,-RA -DZ,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T07:00:00Z,TEMPO,,30,,,,,,,2.49,,,RA,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T20:00:00Z,TEMPO,,30,290,16,26,,,,4.35,,,SHRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD UAAT 220403Z 2204/2212 21007MPS 3100 -SHRA BR SCT011 BKN030CB OVC100 TEMPO 2204/2207 24008G15MPS BKN010 BKN020CB TEMPO 2207/2211 27005MPS,UAAT,2024-03-22T04:03:00Z,2024-03-22T04:03:00Z,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,45.121,78.445,588,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,,,210,14,,,,,1.93,,,-SHRA BR,,SCT,1100,,BKN,3000,CB,OVC,10000,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T07:00:00Z,TEMPO,,,240,16,29,,,,,,,,,BKN,1000,,BKN,2000,CB,,,,,,,,,,,,,,,,2024-03-22T07:00:00Z,2024-03-22T11:00:00Z,TEMPO,,,270,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD LFBI 220403Z 2204/2224 VRB03KT CAVOK TEMPO 2204/2210 3000 BR PROB40 TEMPO 2204/2207 0400 FG VV/// TEMPO 2207/2209 BKN004 BECMG 2209/2211 9999 NSW SCT025 BECMG 2221/2223 32012KT TEMPO 2221/2224 -RA BKN012,LFBI,2024-03-22T04:03:00Z,2024-03-22T04:03:00Z,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,,46.584,0.309,117,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,,,,VRB,3,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T10:00:00Z,TEMPO,,,,,,,,,1.86,,,BR,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T07:00:00Z,TEMPO,,40,,,,,,,0.25,,,FG,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T07:00:00Z,2024-03-22T09:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,400,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T21:00:00Z,BECMG,1711105200,,VRB,3,,,,,6+,,,NSW,,SCT,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T21:00:00Z,2024-03-23T00:00:00Z,BECMG,1711148400,,320,12,,,,,6+,,,NSW,,SCT,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T21:00:00Z,2024-03-23T00:00:00Z,TEMPO,,,,,,,,,,,,-RA,,BKN,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD LIRP 220402Z 2203/2224 25005KT 9999 FEW025 SCT040 TEMPO 2203/2206 VRB03KT 5000 BR SCT010 PROB40 TEMPO 2203/2206 0300 FG SCT001 BECMG 2208/2210 CAVOK,LIRP,2024-03-22T04:02:00Z,2024-03-22T04:02:00Z,2024-03-22T03:00:00Z,2024-03-23T00:00:00Z,,43.684,10.393,1,2024-03-22T03:00:00Z,2024-03-22T08:00:00Z,,,,250,5,,,,,6+,,,,,FEW,2500,,SCT,4000,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,TEMPO,,,VRB,3,,,,,3.11,,,BR,,SCT,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T06:00:00Z,TEMPO,,40,,,,,,,0.19,,,FG,,SCT,100,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-23T00:00:00Z,BECMG,1711101600,,250,5,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD EVLA 220401Z 2204/2303 19005KT 9000 BKN015 TEMPO 2204/2206 4000 BR BKN005 BECMG 2206/2208 22015KT BKN005 TEMPO 2208/2212 4000 -RA BR BKN003 TEMPO 2212/2218 22017G30KT 3000 RA BKN003 TEMPO 2218/2224 24015G27KT 2000 BR BKN001 BECMG 2300/2302 BKN015,EVLA,2024-03-22T04:01:00Z,2024-03-22T04:01:00Z,2024-03-22T04:00:00Z,2024-03-23T03:00:00Z,,56.517,21.097,5,2024-03-22T04:00:00Z,2024-03-22T06:00:00Z,,,,190,5,,,,,5.59,,,,,BKN,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T06:00:00Z,TEMPO,,,,,,,,,2.49,,,BR,,BKN,500,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-23T00:00:00Z,BECMG,1711094400,,220,15,,,,,5.59,,,,,BKN,500,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,,,,,,,2.49,,,-RA BR,,BKN,300,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T18:00:00Z,TEMPO,,,220,17,30,,,,1.86,,,RA,,BKN,300,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T00:00:00Z,TEMPO,,,240,15,27,,,,1.24,,,BR,,BKN,100,,,,,,,,,,,,,,,,,,,,2024-03-23T00:00:00Z,2024-03-23T03:00:00Z,BECMG,1711159200,,220,15,,,,,5.59,,,,,BKN,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD ENMH 220401Z 2204/2212 12008KT 9999 FEW020 BKN035 TEMPO 2204/2212 2500 -SHSN VV012,ENMH,2024-03-22T04:01:00Z,2024-03-22T04:01:00Z,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,71.029,27.829,10,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,,,,120,8,,,,,6+,,,,,FEW,2000,,BKN,3500,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,,,,,,,1.55,,1200,-SHSN,,OVX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SVBC 220400Z 2200/2300 06002KT 9999 FEW010 TX34/2119Z TN23/2208Z TEMPO 2204/2208 07003KT BKN013,SVBC,2024-03-22T04:00:00Z,2024-03-22T04:00:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,10.107,-64.689,7,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,60,2,,,,,6+,,,,,FEW,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T08:00:00Z,TEMPO,,,70,3,,,,,,,,,,BKN,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD KMIB 220400Z 2204/2307 03009KT 4800 -SN OVC015 620159 QNH3013INS TEMPO 2204/2206 3200 -SN OVC010 620109 BECMG 2209/2210 03009KT 6000 -SN OVC020 620204 QNH3025INS BECMG 2215/2216 35009KT 9999 NSW SCT030 BKN050 620505 QNH3037INS BECMG 2218/2219 35009KT 9999 SCT040 QNH3032INS BECMG 2301/2302 VRB06KT 9999 FEW055 QNH3032INS TXM04/2222Z TNM10/2212Z,KMIB,2024-03-22T04:00:00Z,2024-03-22T04:00:00Z,2024-03-22T04:00:00Z,2024-03-23T07:00:00Z,,48.4062,-101.341,505,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,,,,30,9,,,,,2.98,,,-SN,,OVC,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T06:00:00Z,TEMPO,,,,,,,,,1.99,,,-SN,,OVC,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T15:00:00Z,BECMG,1711101600,,30,9,,,,,3.73,,,-SN,,OVC,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-22T18:00:00Z,BECMG,1711123200,,350,9,,,,,6+,,,NSW,,SCT,3000,,BKN,5000,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T01:00:00Z,BECMG,1711134000,,350,9,,,,,6+,,,NSW,,SCT,4000,,,,,,,,,,,,,,,,,,,,2024-03-23T01:00:00Z,2024-03-23T07:00:00Z,BECMG,1711159200,,VRB,6,,,,,6+,,,NSW,,FEW,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSMX 220400Z 2204/2224 VRB03KT P6SM BKN250 FM220900 VRB03KT 2SM BR OVC005 FM221200 VRB03KT 1/2SM FG VV002 FM221600 VRB03KT 2SM BR OVC005 FM221700 VRB03KT 6SM HZ SCT006 BKN250 FM222000 28008KT P6SM SCT250,KSMX,2024-03-22T04:00:00Z,2024-03-22T04:00:00Z,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,AMD,34.894,-120.452,73,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,,,,VRB,3,,,,,6+,,,,,BKN,25000,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T12:00:00Z,FM,,,VRB,3,,,,,2,,,BR,,OVC,500,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,VRB,3,,,,,0.5,,200,FG,,OVX,,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T17:00:00Z,FM,,,VRB,3,,,,,2,,,BR,,OVC,500,,,,,,,,,,,,,,,,,,,,2024-03-22T17:00:00Z,2024-03-22T20:00:00Z,FM,,,VRB,3,,,,,6,,,HZ,,SCT,600,,BKN,25000,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,FM,,,280,8,,,,,6+,,,,,SCT,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
