No errors
No warnings
102 ms
data source=metars
4813 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KBYG 220353Z AUTO 00000KT 10SM BKN065 01/M01 A2997 RMK AO2 SLP169 T00061011,KBYG,2024-03-22T03:53:00Z,44.3812,-106.719,0.6,-1.1,0,0,,10+,29.97,1016.9,,TRUE,TRUE,,,,,,,BKN,6500,,,,,,,VFR,,,,,,,,,,,,METAR,1503
KBWG 220353Z AUTO 06007KT 10SM CLR 09/M04 A3011 RMK AO2 SLP196 T00891039,KBWG,2024-03-22T03:53:00Z,36.9647,-86.4238,8.9,-3.9,60,7,,10+,30.11,1019.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,159
KBVY 220353Z AUTO 30013G24KT 10SM CLR M02/M13 A3014 RMK AO2 SLP204 T10221133,KBVY,2024-03-22T03:53:00Z,42.5841,-70.9153,-2.2,-13.3,300,13,24,10+,30.14,1020.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,28
KBVO 220353Z AUTO 00000KT 10SM SCT060 BKN080 OVC120 13/11 A2995 RMK AO2 SLP137 T01330111,KBVO,2024-03-22T03:53:00Z,36.7664,-96.0129,13.3,11.1,0,0,,10+,29.95,1013.7,,TRUE,TRUE,,,,,,,SCT,6000,BKN,8000,OVC,12000,,,VFR,,,,,,,,,,,,METAR,210
KBUR 220353Z 17004KT 9SM CLR 14/11 A3008 RMK AO2 SLP178 T01440111,KBUR,2024-03-22T03:53:00Z,34.1996,-118.365,14.4,11.1,170,4,,9,30.08,1017.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,221
KBTM 220353Z AUTO 29006KT 10SM SCT050 OVC075 04/M03 A3003 RMK AO2 SLP180 T00391028,KBTM,2024-03-22T03:53:00Z,45.9644,-112.501,3.9,-2.8,290,6,,10+,30.03,1018,,TRUE,TRUE,,,,,,,SCT,5000,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,1680
KBTL 220353Z AUTO 07004KT 10SM FEW120 M01/M10 A3025 RMK AO2 SLP256 T10061100,KBTL,2024-03-22T03:53:00Z,42.3119,-85.2415,-0.6,-10,70,4,,10+,30.25,1025.6,,TRUE,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,282
KBRO 220353Z 00000KT 5SM BR CLR 21/20 A2985 RMK AO2 SLP105 T02060200,KBRO,2024-03-22T03:53:00Z,25.9146,-97.4231,20.6,20,0,0,,5,29.85,1010.5,,,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,6
KBRL 220353Z AUTO 13013G20KT 10SM OVC060 06/M06 A3007 RMK AO2 SLP187 T00611056,KBRL,2024-03-22T03:53:00Z,40.7729,-91.1255,6.1,-5.6,130,13,20,10+,30.07,1018.7,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,208
KBPK 220353Z AUTO 13005KT 10SM OVC060 13/04 A2999 RMK AO2 RAE0256 SLP151 P0000 T01280039,KBPK,2024-03-22T03:53:00Z,36.3705,-92.4719,12.8,3.9,130,5,,10+,29.99,1015.1,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,0.005,,,,,,METAR,279
KBPI 220353Z AUTO 31004KT 10SM BKN060 03/M06 A3008 RMK AO2 SLP163 T00331061,KBPI,2024-03-22T03:53:00Z,42.578,-110.11,3.3,-6.1,310,4,,10+,30.08,1016.3,,TRUE,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,2120
KBOI 220353Z AUTO 16003KT 10SM CLR 11/00 A3003 RMK AO2 SLP164 T01110000,KBOI,2024-03-22T03:53:00Z,43.567,-116.241,11.1,0,160,3,,10+,30.03,1016.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,860
KBNO 220353Z AUTO 09006KT 10SM OVC080 09/03 A3003 RMK AO2 SLP167 T00890028,KBNO,2024-03-22T03:53:00Z,43.5949,-118.958,8.9,2.8,90,6,,10+,30.03,1016.7,,TRUE,TRUE,,,,,,,OVC,8000,,,,,,,VFR,,,,,,,,,,,,METAR,1263
KBNA 220353Z 06004KT 10SM OVC150 13/M03 A3007 RMK AO2 SLP181 T01331033,KBNA,2024-03-22T03:53:00Z,36.1105,-86.6881,13.3,-3.3,60,4,,10+,30.07,1018.1,,,TRUE,,,,,,,OVC,15000,,,,,,,VFR,,,,,,,,,,,,METAR,168
KBMQ 220353Z AUTO 28003KT 10SM CLR 12/12 A2989 RMK AO2 SLP114 T01170117,KBMQ,2024-03-22T03:53:00Z,30.7407,-98.2354,11.7,11.7,280,3,,10+,29.89,1011.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,387
KBMG 220353Z AUTO 08006KT 10SM CLR 04/M08 A3015 RMK AO2 SLP214 T00391083,KBMG,2024-03-22T03:53:00Z,39.1432,-86.6168,3.9,-8.3,80,6,,10+,30.15,1021.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,254
KBLI 220353Z 00000KT 10SM BKN070 10/06 A3006 RMK AO2 SLP189 T01000061 $,KBLI,2024-03-22T03:53:00Z,48.7991,-122.541,10,6.1,0,0,,10+,30.06,1018.9,,,TRUE,TRUE,,,,,,BKN,7000,,,,,,,VFR,,,,,,,,,,,,METAR,46
KBKV 220353Z AUTO 12010KT 10SM SCT090 22/17 A3003 RMK AO2 SLP169 T02170167,KBKV,2024-03-22T03:53:00Z,28.4739,-82.4537,21.7,16.7,120,10,,10+,30.03,1016.9,,TRUE,TRUE,,,,,,,SCT,9000,,,,,,,VFR,,,,,,,,,,,,METAR,21
KBKL 220353Z 10005KT 10SM CLR M01/M11 A3033 RMK AO2 SLP278 T10061111,KBKL,2024-03-22T03:53:00Z,41.5173,-81.6832,-0.6,-11.1,100,5,,10+,30.33,1027.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,177
KBKE 220353Z AUTO 26006KT 10SM CLR 06/01 A3007 RMK AO2 SLP186 T00610006,KBKE,2024-03-22T03:53:00Z,44.843,-117.81,6.1,0.6,260,6,,10+,30.07,1018.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1025
KBIV 220353Z AUTO 10004KT 10SM BKN110 M02/M09 A3026 RMK AO2 SLP256 T10171089,KBIV,2024-03-22T03:53:00Z,42.7463,-86.0968,-1.7,-8.9,100,4,,10+,30.26,1025.6,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,207
KBHM 220353Z 00000KT 10SM SCT110 OVC150 17/09 A3005 RMK AO2 SLP170 T01670089,KBHM,2024-03-22T03:53:00Z,33.5655,-86.7449,16.7,8.9,0,0,,10+,30.05,1017,,,TRUE,,,,,,,SCT,11000,OVC,15000,,,,,VFR,,,,,,,,,,,,METAR,191
KBGR 220353Z 29014G26KT 10SM SCT120 M05/M12 A2988 RMK AO2 PK WND 27026/0353 SLP122 T10501122,KBGR,2024-03-22T03:53:00Z,44.7979,-68.8195,-5,-12.2,290,14,26,10+,29.88,1012.2,,,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,45
KBGM 220353Z AUTO 30008KT 10SM CLR M06/M13 A3024 RMK AO2 SLP266 T10611128,KBGM,2024-03-22T03:53:00Z,42.2068,-75.9799,-6.1,-12.8,300,8,,10+,30.24,1026.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,485
KBFM 220353Z AUTO 13006KT 10SM FEW070 SCT090 OVC110 17/12 A3002 RMK AO2 RAB0258E15 SLP164 P0000 T01720117,KBFM,2024-03-22T03:53:00Z,30.6147,-88.063,17.2,11.7,130,6,,10+,30.02,1016.4,,TRUE,TRUE,,,,,,,FEW,7000,SCT,9000,OVC,11000,,,VFR,,,,,,0.005,,,,,,METAR,7
KBFF 220353Z AUTO 30006KT 10SM CLR 02/M07 A3001 RMK AO2 SLP164 T00221067,KBFF,2024-03-22T03:53:00Z,41.8747,-103.601,2.2,-6.7,300,6,,10+,30.01,1016.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1204
KBFD 220353Z AUTO 00000KT 10SM CLR M10/M13 A3025 RMK AO2 SLP276 T11001133,KBFD,2024-03-22T03:53:00Z,41.7984,-78.6354,-10,-13.3,0,0,,10+,30.25,1027.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,642
KBEH 220353Z AUTO 08004KT 10SM BKN110 00/M07 A3023 RMK AO2 SLP245 T00001067,KBEH,2024-03-22T03:53:00Z,42.129,-86.4152,0,-6.7,80,4,,10+,30.23,1024.5,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,196
KBDE 220353Z AUTO 08003KT 10SM CLR M05/M16 A3022 RMK AO2 SLP256 T10501156,KBDE,2024-03-22T03:53:00Z,48.7261,-94.6122,-5,-15.6,80,3,,10+,30.22,1025.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,330
KBCE 220353Z AUTO 30009KT 10SM FEW110 03/M01 A3019 RMK AO2 SLP164 T00281011,KBCE,2024-03-22T03:53:00Z,37.7013,-112.149,2.8,-1.1,300,9,,10+,30.19,1016.4,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,2311
KBBW 220353Z AUTO 14008KT 10SM CLR 08/02 A2976 RMK AO2 SLP084 T00780017,KBBW,2024-03-22T03:53:00Z,41.4365,-99.6385,7.8,1.7,140,8,,10+,29.76,1008.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,771
KBAF 220353Z 30011G18KT 10SM FEW050 M03/M14 A3023 RMK AO2 PK WND 31026/0312 SLP244 T10281144,KBAF,2024-03-22T03:53:00Z,42.16,-72.7124,-2.8,-14.4,300,11,18,10+,30.23,1024.4,,,TRUE,,,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,80
KAZO 220353Z AUTO 00000KT 10SM FEW100 00/M09 A3025 RMK AO2 SLP255 T00001089,KAZO,2024-03-22T03:53:00Z,42.2283,-85.546,0,-8.9,0,0,,10+,30.25,1025.5,,TRUE,TRUE,,,,,,,FEW,10000,,,,,,,VFR,,,,,,,,,,,,METAR,264
KAWM 220353Z AUTO 06003KT 10SM CLR 16/07 A2997 RMK AO2 SLP147 T01560067,KAWM,2024-03-22T03:53:00Z,35.1401,-90.2359,15.6,6.7,60,3,,10+,29.97,1014.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,64
KAUS 220353Z 19007KT 10SM FEW045 SCT095 13/12 A2986 RMK AO2 RAE23 TSE20 SLP111 FRQ LTG DSNT E TS MOV E P0002 T01280122,KAUS,2024-03-22T03:53:00Z,30.2099,-97.6806,12.8,12.2,190,7,,10+,29.86,1011.1,,,TRUE,,,,,,,FEW,4500,SCT,9500,,,,,VFR,,,,,,0.02,,,,,,METAR,148
KAUG 220353Z AUTO 29015G27KT 10SM CLR M05/M14 A2997 RMK AO2 PK WND 29030/0341 SLP153 T10501139,KAUG,2024-03-22T03:53:00Z,44.3161,-69.797,-5,-13.9,290,15,27,10+,29.97,1015.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,107
KASX 220353Z AUTO 01003KT 10SM OVC100 M05/M11 A3022 RMK AO2 SLP250 T10501106,KASX,2024-03-22T03:53:00Z,46.5468,-90.9184,-5,-10.6,10,3,,10+,30.22,1025,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,249
KASE 220353Z AUTO 21005KT 10SM FEW055 SCT080 BKN100 01/01 A3015 RMK AO2 RAE32 SLP167 P0000 T00110006,KASE,2024-03-22T03:53:00Z,39.2299,-106.871,1.1,0.6,210,5,,10+,30.15,1016.7,,TRUE,TRUE,,,,,,,FEW,5500,SCT,8000,BKN,10000,,,VFR,,,,,,0.005,,,,,,METAR,2384
KASD 220353Z AUTO 11003KT 10SM CLR 15/13 A2994 RMK AO2 SLP137 T01500128,KASD,2024-03-22T03:53:00Z,30.3436,-89.8224,15,12.8,110,3,,10+,29.94,1013.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8
KARB 220353Z AUTO 00000KT 10SM FEW120 M03/M11 A3029 RMK AO2 SLP268 T10281106,KARB,2024-03-22T03:53:00Z,42.2239,-83.7398,-2.8,-10.6,0,0,,10+,30.29,1026.8,,TRUE,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,251
KAPF 220353Z AUTO 12010KT 10SM CLR 22/18 A3005 RMK AO2 SLP173 T02170178,KAPF,2024-03-22T03:53:00Z,26.155,-81.7751,21.7,17.8,120,10,,10+,30.05,1017.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2
KAPA 220353Z 32010KT 10SM SCT100 BKN250 11/M06 A2996 RMK AO2 SLP115 T01111056,KAPA,2024-03-22T03:53:00Z,39.5599,-104.848,11.1,-5.6,320,10,,10+,29.96,1011.5,,,TRUE,,,,,,,SCT,10000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,1791
KAOO 220353Z AUTO 35005KT 10SM CLR M02/M13 A3027 RMK AO2 SLP271 T10221128,KAOO,2024-03-22T03:53:00Z,40.2999,-78.3168,-2.2,-12.8,350,5,,10+,30.27,1027.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,450
KAOH 220353Z AUTO 09008KT 10SM CLR M02/M08 A3025 RMK AO2 SLP256 T10221083,KAOH,2024-03-22T03:53:00Z,40.7081,-84.0214,-2.2,-8.3,90,8,,10+,30.25,1025.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,294
KANB 220353Z AUTO 00000KT 10SM OVC100 16/11 A3004 RMK AO2 SLP171 T01560106,KANB,2024-03-22T03:53:00Z,33.5904,-85.8479,15.6,10.6,0,0,,10+,30.04,1017.1,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,187
KAMW 220353Z AUTO 10008KT 10SM SCT055 BKN080 OVC110 05/M09 A3000 RMK AO2 SLP164 T00501089,KAMW,2024-03-22T03:53:00Z,41.9905,-93.6185,5,-8.9,100,8,,10+,30.00,1016.4,,TRUE,TRUE,,,,,,,SCT,5500,BKN,8000,OVC,11000,,,VFR,,,,,,,,,,,,METAR,282
KAMG 220353Z AUTO 09004KT 10SM CLR 17/08 A3009 RMK AO2 SLP186 T01670078,KAMG,2024-03-22T03:53:00Z,31.5401,-82.5074,16.7,7.8,90,4,,10+,30.09,1018.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,61
KAMA 220353Z 16003KT 10SM CLR 07/06 A2991 RMK AO2 SLP109 T00670056,KAMA,2024-03-22T03:53:00Z,35.2203,-101.717,6.7,5.6,160,3,,10+,29.91,1010.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1102
KALW 220353Z AUTO 12006KT 10SM BKN100 11/03 A3004 RMK AO2 SLP175 T01060033,KALW,2024-03-22T03:53:00Z,46.0946,-118.286,10.6,3.3,120,6,,10+,30.04,1017.5,,TRUE,TRUE,,,,,,,BKN,10000,,,,,,,VFR,,,,,,,,,,,,METAR,355
KALI 220353Z AUTO 32005KT 10SM CLR 17/16 A2987 RMK AO2 SLP114 T01720161,KALI,2024-03-22T03:53:00Z,27.7413,-98.0251,17.2,16.1,320,5,,10+,29.87,1011.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,52
KAKO 220353Z AUTO 32011KT 10SM FEW110 12/M03 A2989 RMK AO2 SLP096 T01171033,KAKO,2024-03-22T03:53:00Z,40.1743,-103.215,11.7,-3.3,320,11,,10+,29.89,1009.6,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,1431
KAIA 220353Z AUTO 32009KT 10SM BKN110 02/M06 A2995 RMK AO2 SLP152 T00171056,KAIA,2024-03-22T03:53:00Z,42.0573,-102.802,1.7,-5.6,320,9,,10+,29.95,1015.2,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,1198
KAGS 220353Z 15005KT CLR 16/11 A3012 RMK AO2 SLP197 T01560106 $,KAGS,2024-03-22T03:53:00Z,33.3652,-81.9635,15.6,10.6,150,5,,,30.12,1019.7,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,40
KAGC 220353Z 03004KT 10SM CLR M01/M12 A3028 RMK AO2 SLP274 T10111117,KAGC,2024-03-22T03:53:00Z,40.3551,-79.9215,-1.1,-11.7,30,4,,10+,30.28,1027.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,380
KAFW 220353Z 00000KT 10SM FEW015 SCT080 BKN160 13/12 A2984 RMK AO2 SLP101 T01330122 $,KAFW,2024-03-22T03:53:00Z,32.99,-97.32,13.3,12.2,0,0,,10+,29.84,1010.1,,,TRUE,TRUE,,,,,,FEW,1500,SCT,8000,BKN,16000,,,VFR,,,,,,,,,,,,METAR,208
KAEX 220353Z 12006KT 10SM OVC009 12/11 A2995 RMK AO2 RAE49 SLP145 P0005 T01220111,KAEX,2024-03-22T03:53:00Z,31.3346,-92.5585,12.2,11.1,120,6,,10+,29.95,1014.5,,,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,0.05,,,,,,METAR,25
KADG 220353Z AUTO 14005KT 10SM SCT110 M02/M09 A3029 RMK AO2 SLP269 T10171094,KADG,2024-03-22T03:53:00Z,41.8678,-84.0794,-1.7,-9.4,140,5,,10+,30.29,1026.9,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,244
KACV 220353Z AUTO 05005KT 10SM CLR 11/09 A3003 RMK AO2 SLP176 T01060089,KACV,2024-03-22T03:53:00Z,40.9784,-124.105,10.6,8.9,50,5,,10+,30.03,1017.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,63
KACK 220353Z AUTO 28013G26KT 10SM CLR M01/M12 A3018 RMK AO2 PK WND 30033/0300 SLP219 T10061117,KACK,2024-03-22T03:53:00Z,41.2541,-70.0589,-0.6,-11.7,280,13,26,10+,30.18,1021.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12
KABY 220353Z AUTO 15005KT 10SM CLR 17/08 A3007 RMK AO2 SLP180 T01720078,KABY,2024-03-22T03:53:00Z,31.5364,-84.1958,17.2,7.8,150,5,,10+,30.07,1018,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,60
KAAF 220353Z AUTO 26004KT 10SM BKN080 OVC100 18/12 A3007 RMK AO2 RAB26E35 SLP181 P0000 T01780122,KAAF,2024-03-22T03:53:00Z,29.7268,-85.0248,17.8,12.2,260,4,,10+,30.07,1018.1,,TRUE,TRUE,,,,,,,BKN,8000,OVC,10000,,,,,VFR,,,,,,0.005,,,,,,METAR,5
PTYA 220352Z 06012G21KT 12SM FEW016 BKN300 31/22 A2988 RMK SLP118 T03110217,PTYA,2024-03-22T03:52:00Z,9.487,138.077,31.1,21.7,60,12,21,12,29.88,1011.8,,,,,,,,,,FEW,1600,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,4
PATA 220352Z 00000KT 10SM BKN130 M02/M09 A2993 RMK AO2 SLP140 T10171094 PNO $,PATA,2024-03-22T03:52:00Z,65.173,-152.107,-1.7,-9.4,0,0,,10+,29.93,1014,,,TRUE,TRUE,,,,,,BKN,13000,,,,,,,VFR,,,,,,,,,,,,METAR,62
PABA 220352Z 10SM CLR M09/M11 A2995 RMK AO2 SLP147 T10941106 FZRANO,PABA,2024-03-22T03:52:00Z,70.135,-143.585,-9.4,-10.6,,,,10+,29.95,1014.7,,,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1
MMSP 220352Z 25006KT 8SM SKC 22/M04 A3017,MMSP,2024-03-22T03:52:00Z,22.256,-100.93,22,-4,250,6,,8,30.17,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,1841
KVTN 220352Z AUTO 02018G27KT 10SM BKN070 OVC085 03/M09 A2993 RMK AO2 PK WND 35037/0333 SLP153 T00331089,KVTN,2024-03-22T03:52:00Z,42.8585,-100.551,3.3,-8.9,20,18,27,10+,29.93,1015.3,,TRUE,TRUE,,,,,,,BKN,7000,OVC,8500,,,,,VFR,,,,,,,,,,,,METAR,790
KTRM 220352Z AUTO 34010KT 10SM CLR 24/05 A2995 RMK AO2 SLP143 T02440050,KTRM,2024-03-22T03:52:00Z,33.6317,-116.164,24.4,5,340,10,,10+,29.95,1014.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,-39
KTOL 220352Z 13003KT 10SM FEW110 M02/M11 A3028 RMK AO2 SLP263 T10221106,KTOL,2024-03-22T03:52:00Z,41.5871,-83.8054,-2.2,-10.6,130,3,,10+,30.28,1026.3,,,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,206
KTAN 220352Z AUTO 29006G20KT 10SM CLR M01/M14 A3019 RMK AO2 SLP223 T10111144,KTAN,2024-03-22T03:52:00Z,41.8756,-71.0208,-1.1,-14.4,290,6,20,10+,30.19,1022.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8
KSUX 220352Z AUTO 09015KT 10SM BKN055 04/M08 A2992 RMK AO2 SLP139 T00441083,KSUX,2024-03-22T03:52:00Z,42.3917,-96.3795,4.4,-8.3,90,15,,10+,29.92,1013.9,,TRUE,TRUE,,,,,,,BKN,5500,,,,,,,VFR,,,,,,,,,,,,METAR,332
KSPS 220352Z 35008KT 10SM FEW005 OVC020 13/13 A2985 RMK AO2 RAB00E23B37E48 SLP104 P0000 T01330128,KSPS,2024-03-22T03:52:00Z,33.9785,-98.493,13.3,12.8,350,8,,10+,29.85,1010.4,,,TRUE,,,,,,,FEW,500,OVC,2000,,,,,MVFR,,,,,,0.005,,,,,,METAR,310
KSPI 220352Z AUTO 11009KT 10SM CLR 04/M06 A3010 RMK AO2 SLP197 T00441056,KSPI,2024-03-22T03:52:00Z,39.8453,-89.684,4.4,-5.6,110,9,,10+,30.10,1019.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179
KSGF 220352Z 15012KT 10SM BKN095 13/03 A2997 RMK AO2 SLP146 T01330033,KSGF,2024-03-22T03:52:00Z,37.2398,-93.39,13.3,3.3,150,12,,10+,29.97,1014.6,,,TRUE,,,,,,,BKN,9500,,,,,,,VFR,,,,,,,,,,,,METAR,387
KSBD 220352Z 28005KT 10SM CLR 17/07 A3009 RMK LAST,KSBD,2024-03-22T03:52:00Z,34.09,-117.247,17,7,280,5,,10+,30.09,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,353
KREO 220352Z AUTO 13004KT 11/M01 A3002 RMK AO1 SLP155 T01061006,KREO,2024-03-22T03:52:00Z,42.5902,-117.865,10.6,-0.6,130,4,,,30.02,1015.5,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1237
KRAP 220352Z 02008KT 10SM FEW037 BKN047 M04/M07 A3003 RMK AO2 SLP210 T10391067,KRAP,2024-03-22T03:52:00Z,44.0458,-103.054,-3.9,-6.7,20,8,,10+,30.03,1021,,,TRUE,,,,,,,FEW,3700,BKN,4700,,,,,VFR,,,,,,,,,,,,METAR,965
KPYM 220352Z AUTO 28010G22KT 10SM CLR M02/M14 A3016 RMK AO2 PK WND 28026/0332 SLP217 T10171139,KPYM,2024-03-22T03:52:00Z,41.9085,-70.7278,-1.7,-13.9,280,10,22,10+,30.16,1021.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,42
KPWK 220352Z AUTO 12006KT 10SM CLR 02/M07 A3022 RMK AO2 SLP239 T00221067 $,KPWK,2024-03-22T03:52:00Z,42.1208,-87.9048,2.2,-6.7,120,6,,10+,30.22,1023.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,194
KPPF 220352Z AUTO 21003KT 9SM -RA BKN085 OVC100 14/12 A2996 RMK AO2 RAE0258B42 SLP143 P0000 T01390117,KPPF,2024-03-22T03:52:00Z,37.3281,-95.5044,13.9,11.7,210,3,,9,29.96,1014.3,,TRUE,TRUE,,,,,,-RA,BKN,8500,OVC,10000,,,,,VFR,,,,,,0.005,,,,,,METAR,265
KP69 220352Z AUTO 36003KT 08/07 A3011 RMK AO1 SLP201 T00830072 $,KP69,2024-03-22T03:52:00Z,46.144,-115.597,8.3,7.2,360,3,,,30.11,1020.1,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,447
KORE 220352Z AUTO 29006KT 10SM FEW049 M04/M14 A3018 RMK AO2 SLP229 T10391139,KORE,2024-03-22T03:52:00Z,42.57,-72.287,-3.9,-13.9,290,6,,10+,30.18,1022.9,,TRUE,TRUE,,,,,,,FEW,4900,,,,,,,VFR,,,,,,,,,,,,METAR,165
KOMA 220352Z 15011KT 10SM BKN060 08/M06 A2992 RMK AO2 SLP137 T00781056,KOMA,2024-03-22T03:52:00Z,41.3119,-95.9018,7.8,-5.6,150,11,,10+,29.92,1013.7,,,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,299
KOKB 220352Z AUTO 00000KT 8SM OVC012 13/12 A3008 RMK AO2 SLP186 T01330117,KOKB,2024-03-22T03:52:00Z,33.2195,-117.35,13.3,11.7,0,0,,8,30.08,1018.6,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,7
KNZY 220352Z 31007KT 10SM SCT015 SCT250 16/12 A3008 RMK AO2 SLP185 T01610122 $,KNZY,2024-03-22T03:52:00Z,32.6922,-117.21,16.1,12.2,310,7,,10+,30.08,1018.5,,,TRUE,TRUE,,,,,,SCT,1500,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,4
KNRB 220352Z 09007KT 10SM SCT120 OVC250 20/16 A3008 RMK AO2 SLP185 T02000156,KNRB,2024-03-22T03:52:00Z,30.396,-81.423,20,15.6,90,7,,10+,30.08,1018.5,,,TRUE,,,,,,,SCT,12000,OVC,25000,,,,,VFR,,,,,,,,,,,,METAR,4
